cog_hit	cog_description	cog_class	cog_class_description	hist_mean_sum_0328	hist_mean_sum_0403	hist_mean_sum_0423	hist_mean_sum_0531	hist_mean_sum_0619	hist_mean_sum_0705	hist_mean_sum_0709	hist_mean_sum_1001	hist_mean_sum_1004	hist_mean_sum_1028	hist_mean_sum_1123
COG3828	Uncharacterized protein conserved in bacteria	S	Function unknown 	1.120155	0.0	0.0	5.554263	2.6459954	0.2661499	0.0	0.7067183	1.24677	0.0	0.7868217
COG3829	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains	KT	Multiple classes	0.0	0.0	0.0	9.0975619	0.1991869	0.0	0.0	0.0	0.0	0.0	0.1504064
COG3832	Uncharacterized conserved protein	S	Function unknown 	0.0	0.0	0.0	2.0511247	3.9611452	0.0	0.0674847	1.1329244	0.793456	0.6053171	1.8323109
COG3833	ABC-type maltose transport systems, permease component	G	Carbohydrate transport and metabolism 	0.0	0.6267167	0.0	0.0	2.327465	6.3488761	4.3625665	11.5368332	4.8289637	5.1207822	12.643614
COG3836	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	G	Carbohydrate transport and metabolism 	0.6136363	3.6240818	0.0	1.1252617	13.1927229	1.9538566	0.0	13.2435697	10.8584532	0.6338384	31.8820894
COG3837	Uncharacterized conserved protein, contains double-stranded beta-helix domain	S	Function unknown 	0.3065134	3.0517234	0.0	0.2681992	9.0095785	1.664751	0.0	6.4578552	3.9252877	0.5900383	20.7279717
COG3839	ABC-type sugar transport systems, ATPase components	G	Carbohydrate transport and metabolism 	1.6451818	11.6271535	3.039803	15.3552261	24.1799485	19.1270629	4.597572	51.9528371	22.4873328	15.5548635	113.6601832
COG3842	ABC-type spermidine/putrescine transport systems, ATPase components	E	Amino acid transport and metabolism 	6.2644191	20.3967613	5.6304667	29.2283503	37.8226128	32.3898292	8.1473671	90.5647592	36.8346828	22.1265708	164.9261659
COG3844	Kynureninase	E	Amino acid transport and metabolism 	2.3381402	7.5618669	3.8692838	7.6567082	2.5757312	3.3276653	2.0845962	17.25638	5.7818652	3.9108648	30.9521274
COG3845	ABC-type uncharacterized transport systems, ATPase components	R	General function prediction only 	0.0	0.0	0.207672	1.4890123	0.0	5.7798511	0.6640212	16.4206022	10.1459581	7.8826879	29.256505
COG3850	Signal transduction histidine kinase, nitrate/nitrite-specific	T	Signal transduction mechanisms 	0.0	1.1366667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.203333
COG3851	Signal transduction histidine kinase, glucose-6-phosphate specific	T	Signal transduction mechanisms 	0.4390244	2.047619	0.0	1.1231127	2.3565622	0.2787457	0.0	1.7468061	0.0	0.0	2.1777004
COG3852	Signal transduction histidine kinase, nitrogen specific	T	Signal transduction mechanisms 	0.0746965	1.4861879	0.5064456	6.0654264	11.0689493	2.7624311	0.0	10.9743308	6.0966897	0.6998442	20.5290737
COG3858	Predicted glycosyl hydrolase	R	General function prediction only 	0.0	0.2807018	0.0	0.0	0.0	0.6240603	0.0	2.468672	2.4611528	1.2167918	2.0325817
COG3864	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.0	0.0	0.0	3.85926	1.0380953	0.0	0.0	0.7968255	0.5312168	0.0	1.5492066
COG3876	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.3777277	0.0	0.3777276	8.1173815	1.5109105	0.8336767	0.0	2.1040812	0.798855	0.0	3.5336722
COG3889	Predicted solute binding protein	R	General function prediction only 	0.0	0.5458191	0.0	0.1693657	2.0055781	3.4222225	0.2128205	5.9547882	3.0470736	3.2069725	15.1405342
COG3893	Inactivated superfamily I helicase	L	Replication, recombination and repair 	1.2345407	0.5195754	0.0918405	8.345041	0.7226492	0.0	0.0	0.7328942	0.4972558	0.5433588	0.824003
COG3894	Uncharacterized metal-binding protein	R	General function prediction only 	0.7462382	2.3354569	1.5746636	1.42109	0.3375796	1.1433018	0.0	1.3116587	1.3903192	0.3909656	5.5596595
COG3898	Uncharacterized membrane-bound protein	S	Function unknown 	1.54083	1.1137886	2.7402942	2.6064253	0.0	0.0	0.0	0.6666666	0.6720215	0.0	0.733601
COG3908	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.0	0.0	0.0	0.0	0.8677249	1.9417989	0.9365079	1.3280424	0.0	0.6349207	7.1428564
COG3909	Cytochrome c556	C	Energy production and conversion 	0.0	0.5487529	0.0	5.6306794	1.6733708	2.8873524	1.0329218	8.4542252	1.8131479	3.5095439	22.3618729
COG3911	Predicted ATPase	R	General function prediction only 	0.9039548	0.9453861	0.0	8.3804152	0.3634651	0.0	0.0	0.9830509	0.0	0.945386	1.9698682
COG3914	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family	O	Posttranslational modification, protein turnover, chaperones 	0.4193819	0.4035088	0.0	2.8529657	1.0258983	0.0	0.0	0.8228906	0.4118631	0.0	2.8538006
COG3917	2-hydroxychromene-2-carboxylate isomerase	Q	Secondary metabolites biosynthesis, transport and catabolism 	1.5817231	13.1098624	2.1174995	26.5702859	40.4928881	12.1105703	4.0567716	45.6600168	22.1677076	8.2135359	101.641043
COG3920	Signal transduction histidine kinase	T	Signal transduction mechanisms 	0.0	0.0	0.0	1.0369786	8.584703	9.1954053	1.4347528	12.4869188	4.7175922	6.2960746	24.4126989
COG3932	Uncharacterized ABC-type transport system, permease components	R	General function prediction only 	0.5440253	0.2908804	0.2122642	1.3081761	1.4198115	0.0	0.0	0.773585	0.3537736	0.0	3.5251572
COG3938	Proline racemase	E	Amino acid transport and metabolism 	0.0	0.3169192	0.0	17.9183305	0.9393938	0.0	1.0610021	2.2729006	0.6123737	3.0558481	3.6302237
COG3945	Uncharacterized conserved protein	S	Function unknown 	0.2939068	0.0	0.829749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3637993
COG3947	Response regulator containing CheY-like receiver and SARP domains	T	Signal transduction mechanisms 	1.8722416	0.1208288	0.0	14.3285932	9.742327	2.5175313	3.0031658	9.82342	4.0812357	12.8822792	14.8661833
COG3956	Protein containing tetrapyrrole methyltransferase domain and MazG-like (predicted pyrophosphatase) domain	R	General function prediction only 	0.1723701	5.9151684	0.6286439	12.2520694	8.8843154	7.9876575	0.0	39.8994679	15.5141788	5.7808467	41.1604884
COG3958	Transketolase, C-terminal subunit	G	Carbohydrate transport and metabolism 	0.4745935	3.2955969	2.1652989	7.894128	0.1362683	0.5262055	0.0115304	5.3281626	0.855198	0.7442348	15.8667115
COG3959	Transketolase, N-terminal subunit	G	Carbohydrate transport and metabolism 	0.5933807	3.2597791	0.9716311	7.1619385	1.0330969	0.0	0.567376	3.8243875	2.431945	2.390485	15.0962297
COG3962	Acetolactate synthase	E	Amino acid transport and metabolism 	0.0	2.1592623	0.0	1.0745606	5.4251399	10.9958567	1.2807372	20.5309248	6.8173293	4.8004781	31.0707343
COG3967	Short-chain dehydrogenase involved in D-alanine esterification of lipoteichoic acid and wall teichoic acid (D-alanine transfer protein)	M	Cell wall/membrane/envelope biogenesis 	0.767584	2.7988778	0.0	0.7378926	6.5185863	2.7152309	0.0	12.8378163	6.9881637	4.7782877	20.6000888
COG3968	Uncharacterized protein related to glutamine synthetase	R	General function prediction only 	0.2081057	0.4485427	0.0	7.6138447	0.7135703	0.0	0.0	0.2285974	0.6739523	0.0	1.1885246
COG3970	Fumarylacetoacetate (FAA) hydrolase family protein	R	General function prediction only 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7795275	0.0	0.0	3.391076
COG3971	2-keto-4-pentenoate hydratase	Q	Secondary metabolites biosynthesis, transport and catabolism 	3.1963691	11.5916633	0.6952924	16.5062656	17.8094828	6.1973904	1.2782051	14.9583798	4.497931	4.9724482	55.8204103
COG3973	Superfamily I DNA and RNA helicases	R	General function prediction only 	0.0	0.0	0.0	0.0	0.0	0.4995025	0.0	1.4308457	0.0	0.479602	3.9462682
COG3975	Predicted protease with the C-terminal PDZ domain	R	General function prediction only 	0.0	5.4903176	0.0	0.0	0.0	0.3471647	0.0	3.4218537	0.1611342	0.0	4.6182579
COG4067	Uncharacterized protein conserved in archaea	O	Posttranslational modification, protein turnover, chaperones 	0.0	0.0	0.0	0.0123457	0.0	0.0	0.0	1.0329219	0.0	0.0	2.446502
COG4091	Predicted homoserine dehydrogenase	E	Amino acid transport and metabolism 	0.0	1.0421052	0.0	0.9296187	2.9296187	2.5246939	0.4907135	5.2995323	2.3350877	4.2239855	8.0590543
COG4095	Uncharacterized conserved protein	S	Function unknown 	0.4156863	0.0	0.8660293	7.6588228	1.8117647	0.7799672	0.0	0.5467981	0.3119869	0.8571428	12.3463135
COG4099	Predicted peptidase	R	General function prediction only 	0.5830165	0.320659	0.0	9.3269951	0.0	0.0	0.0	0.8238276	0.6362485	0.0	0.9112801
COG4102	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.4995024	0.4995025	0.0	8.2596972	1.8376358	2.2770983	0.0	4.7465361	3.0929483	2.9886899	11.5292441
COG4103	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.2680653	1.0621078	1.3297873	8.0609729	12.9630681	9.636879	1.1952381	13.2302122	6.244125	3.5025693	42.1755562
COG4105	DNA uptake lipoprotein	R	General function prediction only 	1.1283864	8.0383638	0.7617284	12.1348472	13.8771463	5.6443727	2.3132351	15.7759047	9.5873781	0.2841726	38.2665647
COG4106	Trans-aconitate methyltransferase	R	General function prediction only 	0.4290598	0.0	0.0	0.0	1.2794871	0.8581196	0.9760684	1.4863252	0.2709402	0.1042735	3.1504272
COG4108	Peptide chain release factor RF-3	J	Translation, ribosomal structure and biogenesis 	1.3682393	1.4766206	0.3151286	7.4915261	0.9873418	0.9315758	1.6286921	3.2170018	1.4488057	1.697856	2.5649884
COG4121	Uncharacterized conserved protein	S	Function unknown 	0.9949345	0.977124	0.5250544	11.847826	5.8608849	1.4689542	0.083878	9.4935104	4.1176472	0.0	16.7426462
COG4122	Predicted O-methyltransferase	R	General function prediction only 	1.8391588	6.3934478	0.4424515	22.3857664	21.6845405	8.5905881	3.3907758	25.4758339	5.737878	15.9857357	51.099904
COG4123	Predicted O-methyltransferase	R	General function prediction only 	2.5476967	1.2122428	0.6019185	0.817544	0.0	0.0	0.0	2.6858513	0.0	0.0	7.9736218
COG4126	Hydantoin racemase	E	Amino acid transport and metabolism 	0.0	0.3188406	0.0	0.5615942	0.0	0.0	0.0	0.0	0.0	0.0	4.3949271
COG4129	Predicted membrane protein	S	Function unknown 	0.0	0.0	0.0	0.0	0.7181687	2.0758227	0.0	4.8240346	0.25608	1.3118744	4.4563661
COG4133	ABC-type transport system involved in cytochrome c biogenesis, ATPase component	O	Posttranslational modification, protein turnover, chaperones 	2.4200681	3.1205722	0.0	1.7091838	10.0765298	1.1921769	0.0	9.69728	3.0782311	0.0136054	17.1410382
COG4134	ABC-type uncharacterized transport system, periplasmic component	R	General function prediction only 	0.0	0.0	0.0	2.0502006	1.2690764	0.0	1.0080321	0.0	3.1485948	0.0	2.4819278
COG4135	ABC-type uncharacterized transport system, permease component	R	General function prediction only 	0.0	0.4032127	0.0	1.5510043	2.1012045	0.0	0.4032128	1.1710844	1.0955823	0.2	2.3052206
COG4136	ABC-type uncharacterized transport system, ATPase component	R	General function prediction only 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9506173	2.2037035
COG4137	ABC-type uncharacterized transport system, permease component	R	General function prediction only 	0.5555555	1.0213837	0.0	3.3184484	5.1990356	0.6410062	0.6150944	2.5411108	0.4591194	0.2922223	4.1569609
COG4143	ABC-type thiamine transport system, periplasmic component	H	Coenzyme transport and metabolism 	1.4466667	0.0	0.0	0.5933333	1.2633334	0.69	0.0	4.6200001	0.0	1.4233333	6.8566666
COG4145	Na+/panthothenate symporter	H	Coenzyme transport and metabolism 	0.0	0.5504385	0.0	2.3519742	1.4111841	0.0	0.5504386	1.3804825	0.5504385	0.0	0.5504385
COG4146	Predicted symporter	R	General function prediction only 	2.9613228	3.0662591	0.9879032	19.433136	8.4448126	3.7607323	0.4744327	11.2047856	5.590693	2.6269101	25.1079564
COG4147	Predicted symporter	R	General function prediction only 	3.731229	27.2235721	4.4149051	45.5938616	63.2642669	26.1963425	4.8268994	67.5119508	33.5774872	9.9853709	152.9275089
COG4148	ABC-type molybdate transport system, ATPase component	P	Inorganic ion transport and metabolism 	0.0659341	1.7362637	0.4212454	2.1934428	1.1136614	0.5486339	0.0	2.7224046	1.4404374	0.0	2.755864
COG4149	ABC-type molybdate transport system, permease component	P	Inorganic ion transport and metabolism 	0.0	0.0	0.0	4.3052629	1.2736843	0.0	0.4403509	1.5045045	2.5444762	0.0792792	9.2216687
COG4152	ABC-type uncharacterized transport system, ATPase component	R	General function prediction only 	0.0	3.4016394	1.2773222	0.0	0.0	0.6857924	0.0	2.617486	0.6844263	0.0	3.7595636
COG4154	Fucose dissimilation pathway protein FucU	G	Carbohydrate transport and metabolism 	3.2775412	8.7816266	0.8717511	1.3806778	4.8726118	4.335456	0.5500057	2.5987264	2.3000118	3.2250532	15.0709949
COG4160	ABC-type arginine/histidine transport system, permease component	E	Amino acid transport and metabolism 	0.0	0.8703705	0.0	2.880658	3.3244442	1.6607404	0.0	1.8281479	1.9533334	1.0266667	12.3182701
COG4166	ABC-type oligopeptide transport system, periplasmic component	E	Amino acid transport and metabolism 	0.0	0.5380493	0.0	6.5017071	3.0142069	0.0	1.1390804	2.6594006	1.2302843	0.5380494	5.6182728
COG4172	ABC-type uncharacterized transport system, duplicated ATPase component	R	General function prediction only 	0.0	1.1364706	0.0	0.7796079	5.8792171	1.170196	0.2321569	9.6862739	3.0776468	0.5396078	15.139607
COG4174	ABC-type uncharacterized transport system, permease component	R	General function prediction only 	0.6537131	1.524484	1.1654488	1.8117999	0.0	0.0	0.4162348	2.1020549	0.4711539	0.0	6.714655
COG4175	ABC-type proline/glycine betaine transport system, ATPase component	E	Amino acid transport and metabolism 	0.9072322	13.1553354	2.2777401	7.9733585	10.3727996	12.0386382	1.3251631	29.7364336	9.3575994	2.8774603	75.3765102
COG4176	ABC-type proline/glycine betaine transport system, permease component	E	Amino acid transport and metabolism 	2.4735485	14.8538953	0.8761972	10.3314484	21.2987888	20.809392	3.5027416	27.3364467	12.5949807	5.9690533	95.1727971
COG4177	ABC-type branched-chain amino acid transport system, permease component	E	Amino acid transport and metabolism 	8.1421577	25.8449673	0.3495977	21.6921913	36.2223667	11.2317378	4.241781	23.7725437	12.3252959	6.1117679	61.2295807
COG4181	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component	Q	Secondary metabolites biosynthesis, transport and catabolism 	1.8057142	7.7671015	3.2619372	4.8468634	7.2341925	1.5330458	0.691092	11.7701164	4.8362079	0.0	18.6716907
COG4186	Predicted phosphoesterase or phosphohydrolase	R	General function prediction only 	0.0	0.0	0.0	14.4835143	1.9377288	0.0	0.0	0.0	0.0	0.0	0.0
COG4188	Predicted dienelactone hydrolase	R	General function prediction only 	0.0	0.5768322	0.2742317	4.4869976	0.4680852	0.0	0.0	1.1288416	0.0	1.1867612	1.1654846
COG4191	Signal transduction histidine kinase regulating C4-dicarboxylate transport system	T	Signal transduction mechanisms 	0.0	0.0	0.0	2.9472051	0.5134575	0.0	0.4761904	0.5838509	0.0	0.0	2.6159421
COG4195	Phage-related replication protein	R	General function prediction only 	0.0	0.0	0.0	0.0	0.0	0.5711252	0.0	0.985138	0.9341827	0.0	2.4501063
COG4198	Uncharacterized conserved protein	S	Function unknown 	0.0	0.8537414	1.0	2.4761905	1.2806121	0.0	0.0	1.6060606	2.5000003	0.0	3.4074934
COG4206	Outer membrane cobalamin receptor protein	H	Coenzyme transport and metabolism 	7.8328713	29.4900841	3.5089418	79.3325073	37.8974656	8.4651673	1.0098088	61.7528592	28.8863845	4.0417967	125.892888
COG4213	ABC-type xylose transport system, periplasmic component	G	Carbohydrate transport and metabolism 	1.2231966	1.8138401	1.6384015	1.7679298	2.6689288	2.3323701	2.9253089	6.3124675	1.4261963	1.4766986	5.5961574
COG4214	ABC-type xylose transport system, permease component	G	Carbohydrate transport and metabolism 	0.0	0.0	0.0	0.1544945	4.2463699	6.8121604	3.8110859	11.1698115	5.6753511	2.24563	9.9196745
COG4215	ABC-type arginine transport system, permease component	E	Amino acid transport and metabolism 	0.0	0.0	0.0	1.7588651	3.3477634	0.7243867	1.0	8.3849135	1.3621931	0.1500722	13.1230845
COG4219	Antirepressor regulating drug resistance, predicted signal transduction N-terminal membrane component	KT	Multiple classes	0.0	0.0	0.0	8.1694726	0.0	0.0	0.0	0.568352	0.9400749	0.4691011	0.6198502
COG4221	Short-chain alcohol dehydrogenase of unknown specificity	R	General function prediction only 	2.2605534	18.3116792	3.6546556	29.0793671	35.5149697	10.9334776	1.6779662	44.4695803	25.3075499	3.7336946	93.7530746
COG4223	Uncharacterized protein conserved in bacteria	S	Function unknown 	1.7208331	2.8270833	1.2770834	1.59375	0.0	0.0	0.0	0.0	0.0	0.0	3.0083333
COG4225	Predicted unsaturated glucuronyl hydrolase involved in regulation of bacterial surface properties, and related proteins	R	General function prediction only 	0.0	0.0	0.0	0.0	0.504016	0.6204819	0.0	1.3313253	0.0	0.0	6.4638552
COG4226	Uncharacterized protein encoded in hypervariable junctions of pilus gene clusters	S	Function unknown 	0.0	1.2534435	0.0	7.8953169	0.0	0.0	0.0	0.3278237	0.0	1.2534435	0.0
COG4230	Delta 1-pyrroline-5-carboxylate dehydrogenase	C	Energy production and conversion 	0.7383021	8.0649536	0.8769021	7.0770457	14.7471914	4.6392417	0.6120437	17.5710115	5.5897183	1.5364029	39.7443697
COG4231	Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits	C	Energy production and conversion 	0.8255209	1.0859373	0.4357639	0.8454862	0.4357639	0.0	0.0	0.0	0.0	0.0	1.7239585
COG4232	Thiol:disulfide interchange protein	OC	Multiple classes	1.8167068	6.7332493	0.2925408	16.0456747	13.3915036	2.1915681	0.659746	17.5073793	8.115568	1.6701448	40.2090029
COG4235	Cytochrome c biogenesis factor	O	Posttranslational modification, protein turnover, chaperones 	0.0	1.0759865	0.3017348	6.3535502	3.9486174	0.7985509	0.0	4.025731	1.7733793	1.166189	6.9429585
COG4239	ABC-type uncharacterized transport system, permease component	R	General function prediction only 	1.5047106	4.2166486	2.4021215	1.7277775	0.9296297	0.0	0.0	1.8166668	0.0	0.0	4.1075332
COG4240	Predicted kinase	R	General function prediction only 	1.4258398	10.5964708	0.0	16.4644185	13.5486545	4.702925	2.5263503	11.184172	2.5074945	7.2857888	42.0081557
COG4242	Cyanophycinase and related exopeptidases	QP	Multiple classes	0.0	0.0	0.5	1.6595652	5.686791	9.137498	2.0571825	12.0663063	4.2486116	5.0903065	18.5477013
COG4243	Predicted membrane protein	S	Function unknown 	0.0	0.0	0.0	0.0	4.1175438	3.3614037	2.1684208	9.5561404	6.8894736	6.2175445	19.4684212
COG4244	Predicted membrane protein	S	Function unknown 	0.0	0.0	0.0	6.7467562	0.566272	0.0	0.0	0.8494076	0.2684715	0.0	0.9717993
COG4247	3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase)	I	Lipid transport and metabolism 	0.439195	0.8287795	0.2076503	2.8683076	7.3422261	3.5282335	1.3016939	10.0751125	5.5051996	0.457195	18.078029
COG4251	Bacteriophytochrome (light-regulated signal transduction histidine kinase)	T	Signal transduction mechanisms 	0.0	1.1803779	0.0	10.3375979	0.0	0.0	0.0	1.1901276	1.0201097	0.6118221	0.8439974
COG4252	Predicted transmembrane sensor domain	T	Signal transduction mechanisms 	0.5961071	8.831691	1.4598539	19.6425712	16.5945725	1.463672	2.1952831	6.1056828	1.4263435	1.8847382	14.3187104
COG4254	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.9900899	6.034233	0.2261261	19.9053264	13.0138043	1.7598914	0.2261261	5.9497467	1.3152659	1.5031345	12.631436
COG4255	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.5312169	0.5301588	0.0	2.4899472	1.415873	0.5301588	0.0	0.125926	0.0	0.0	4.3735443
COG4257	Streptogramin lyase	V	Defense mechanisms 	0.0	1.0071428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4333332
COG4266	Allantoicase	F	Nucleotide transport and metabolism 	0.4414141	2.8646467	0.859596	4.3252525	3.4206681	1.296859	0.0	5.427606	1.9497129	0.0	13.6963468
COG4270	Predicted membrane protein	S	Function unknown 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3821839	0.0	0.0948276	8.1178173
COG4274	Uncharacterized conserved protein	S	Function unknown 	0.0	0.3454545	0.0	7.425487	10.2930727	3.130303	3.9971321	14.5549579	8.9796476	5.2558536	19.260598
COG4276	Uncharacterized conserved protein	S	Function unknown 	1.6383838	0.0	0.0	2.7878788	1.2404042	0.0	0.0	0.4707072	0.0	0.0	1.4646464
COG4281	Acyl-CoA-binding protein	I	Lipid transport and metabolism 	0.0	0.0	0.0	3.1992344	0.0	0.0	0.0	0.0	0.0	0.0	0.0957854
COG4287	PhoPQ-activated pathogenicity-related protein	R	General function prediction only 	1.115	0.0	0.0	0.6083331	2.0916664	0.76	0.815	1.2566667	0.0	0.0	1.8566665
COG4294	UV damage repair endonuclease	L	Replication, recombination and repair 	0.0	0.5990337	0.0	10.4144885	0.9561902	0.0	0.7632849	1.358095	0.0161031	0.0	0.9744606
COG4295	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.0	0.0	0.0	10.5431022	9.1883399	0.0	0.2272049	0.0	0.0	0.0	0.0
COG4299	Uncharacterized conserved protein	S	Function unknown 	0.0	0.2298535	0.0	7.1639197	2.1886445	0.0	0.0	0.4597069	0.0	0.4148351	1.1501834
COG4308	Limonene-1,2-epoxide hydrolase	Q	Secondary metabolites biosynthesis, transport and catabolism 	0.9760192	2.1223022	1.1007195	0.0	0.0	0.0	0.0	0.057554	0.0	0.0	0.8633093
COG4311	Sarcosine oxidase delta subunit	E	Amino acid transport and metabolism 	4.0244409	15.6952859	0.0	8.8478413	11.1267759	3.4923874	1.3318236	22.5942315	6.7117733	1.2846442	52.52421
COG4327	Predicted membrane protein	S	Function unknown 	1.189394	16.8332199	1.8659421	22.0360506	46.6998074	24.0194394	5.067154	55.9958446	18.205089	7.297429	76.3128412
COG4337	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.0	2.5528939	0.1437125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0479046
COG4341	Predicted HD phosphohydrolase	R	General function prediction only 	1.0960001	2.7196296	1.1573334	10.0461475	8.9192602	5.331481	1.3316666	20.9178368	7.1018159	4.5617851	59.3727332
COG4354	Predicted bile acid beta-glucosidase	G	Carbohydrate transport and metabolism 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3257788	0.4589234	0.474032	1.3890461
COG4365	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.3222842	0.6972223	0.1878981	6.7773797	1.8197142	0.0	0.4840765	3.4300909	1.1805202	0.8808254	2.1490266
COG4371	Predicted membrane protein	S	Function unknown 	0.0	0.0141414	0.0	2.5252525	2.0060606	1.8565658	0.0	0.0	0.4969697	0.0	5.5252526
COG4373	Mu-like prophage FluMu protein gp28	R	General function prediction only 	0.0	0.0	0.0	12.9320753	0.008805	0.0	0.3157233	0.0	0.0	0.0	0.0
COG4390	Uncharacterized protein conserved in bacteria	S	Function unknown 	1.2317461	0.0	0.0	1.4857143	0.0	0.0	0.0	0.0	0.0	2.8571426	2.6158733
COG4391	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.25	2.9000004	1.1833333	0.0	0.0	0.0	0.0	1.7222222	0.0	0.0	0.2444444
COG4392	Predicted membrane protein	S	Function unknown 	0.0	4.0727108	2.3029313	3.7682538	4.7904756	4.6471885	0.1184066	11.0542126	4.2413923	3.3636109	26.6149168
COG4394	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.3713081	0.0	0.0	0.0	4.0295357	0.0	0.0	0.0	0.0	0.0	1.9451477
COG4395	Uncharacterized protein conserved in bacteria	S	Function unknown 	1.3377132	10.5744084	2.0789056	13.9110698	15.1832643	7.3431726	0.6549999	23.8421364	6.3406252	9.2615363	49.4544342
COG4401	Chorismate mutase	E	Amino acid transport and metabolism 	0.0	0.0	0.0	0.0	1.217631	6.3856745	0.9559228	11.5041313	3.261708	1.9586778	12.0275456
COG4409	Neuraminidase (sialidase)	G	Carbohydrate transport and metabolism 	0.0	0.0	0.0	4.3799589	0.4740321	0.0	0.0	0.6081208	0.4693106	0.8234183	6.9038755
COG4420	Predicted membrane protein	S	Function unknown 	0.0	0.9766455	0.0	0.0	0.0	2.5010614	0.0	1.4373673	1.0658174	1.6963906	4.7813159
COG4445	Hydroxylase for synthesis of 2-methylthio-cis-ribozeatin in tRNA	FJ	Multiple classes	0.0	0.0	0.0	2.7505239	0.0	0.0	0.4884697	1.3857441	0.0	0.0	0.2243187
COG4447	Uncharacterized protein related to plant photosystem II stability/assembly factor	R	General function prediction only 	4.4685548	5.2884457	1.0678424	26.2561326	2.3225843	1.7104942	0.3041045	4.1425377	1.3261954	0.6528875	10.2283673
COG4448	L-asparaginase II	E	Amino acid transport and metabolism 	0.4830339	2.7479254	0.0	0.0	4.7292611	4.4271266	0.7514971	12.498455	3.859588	3.6097453	13.8698025
COG4451	Ribulose bisphosphate carboxylase small subunit	C	Energy production and conversion 	0.0	3.764286	0.6619048	0.0	0.0	0.0	0.0	0.6500001	0.0	0.0	2.3523809
COG4454	Uncharacterized copper-binding protein	P	Inorganic ion transport and metabolism 	0.0	0.4038929	0.0	0.0	0.0	0.0	0.0	1.2664235	0.0	0.0	6.0279815
COG4485	Predicted membrane protein	S	Function unknown 	0.460274	0.7835617	0.9168951	2.56895	0.4584475	0.0	0.0	1.3260275	0.0	0.0	2.6063924
COG4487	Uncharacterized protein conserved in bacteria	S	Function unknown 	1.1581508	0.407137	0.4006488	10.4363329	0.0	0.0	0.0	0.8142742	0.407137	0.0	0.593674
COG4496	Uncharacterized protein conserved in bacteria	S	Function unknown 	1.1992336	1.9578544	0.0	1.8352491	5.3295016	0.2375479	0.0	7.1724139	6.9118772	0.0	12.9885054
COG4517	Uncharacterized protein conserved in bacteria	S	Function unknown 	0.0	1.9013607	0.0	5.3005949	5.9166671	1.707483	0.9999999	5.9579083	4.931973	0.0	19.6917544
COG4521	ABC-type taurine transport system, periplasmic component	P	Inorganic ion transport and metabolism 	0.0	0.0	0.0	0.0	0.4946922	2.3100135	0.0	4.5309609	2.4593413	0.0	12.3604615
COG4531	ABC-type Zn2+ transport system, periplasmic component/surface adhesin	P	Inorganic ion transport and metabolism 	1.14575	1.1680723	0.0	4.4021585	4.2772299	0.0	0.0	0.0	0.5262054	0.0	5.4408952
COG4535	Putative Mg2+ and Co2+ transporter CorC	P	Inorganic ion transport and metabolism 	0.1985816	3.0948893	0.8037826	3.9087592	10.3461518	4.6552232	1.4078014	11.9322382	11.1326216	0.9527187	27.1076162
COG4536	Putative Mg2+ and Co2+ transporter CorB	P	Inorganic ion transport and metabolism 	1.1302025	7.7503167	1.1904873	16.4845748	27.126435	5.23994	1.6443305	20.604999	10.297696	4.3167302	33.4653524
COG4547	Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphoribosyltransferase)	H	Coenzyme transport and metabolism 	3.5649312	11.9441091	1.8731066	19.1760175	25.4355878	15.69699	0.939253	25.3816483	9.0943895	7.3117447	58.5072176
COG4548	Nitric oxide reductase activation protein	P	Inorganic ion transport and metabolism 	0.0	0.4734109	0.0	1.9195849	0.9688715	0.0	0.0	0.0	0.0	0.0	0.2101169
